FIn,FOut,ActiveGL,WBoPress,MRFlow,HLoad,SMSpeed,StandPipePress,CasingPress,FlowBalance,FlowRatio,FlowImbalance,ActiveGL_MA3,ActiveGL_MA5,ActiveGL_Change,ActiveGL_ChangeRate,PressureDiff,PowerIndex,FIn_MA3,FIn_Std3,FIn_Lag1,FIn_ROC,FOut_MA3,FOut_Std3,FOut_Lag1,FOut_ROC,WBoPress_MA3,WBoPress_Std3,WBoPress_Lag1,WBoPress_ROC,MRFlow_MA3,MRFlow_Std3,MRFlow_Lag1,MRFlow_ROC,HLoad_MA3,HLoad_Std3,HLoad_Lag1,HLoad_ROC,SMSpeed_MA3,SMSpeed_Std3,SMSpeed_Lag1,SMSpeed_ROC,StandPipePress_MA3,StandPipePress_Std3,StandPipePress_Lag1,StandPipePress_ROC,CasingPress_MA3,CasingPress_Std3,CasingPress_Lag1,CasingPress_ROC,FIn_x_FOut,FIn_div_FOut,FIn_x_ActiveGL,FIn_div_ActiveGL,FIn_x_WBoPress,FIn_div_WBoPress,FIn_x_MRFlow,FIn_div_MRFlow,FOut_x_ActiveGL,FOut_div_ActiveGL,FOut_x_WBoPress,FOut_div_WBoPress,FOut_x_MRFlow,FOut_div_MRFlow,ActiveGL_x_WBoPress,ActiveGL_div_WBoPress,ActiveGL_x_MRFlow,ActiveGL_div_MRFlow,WBoPress_x_MRFlow,WBoPress_div_MRFlow,FIn_squared,FIn_sqrt,FOut_squared,FOut_sqrt,ActiveGL_squared,ActiveGL_sqrt
286.5725296108023,299.17313589050593,117.655926938255,1603.8856064879187,305.98021408360285,193.40509725952649,55.665957344899965,2119.957665311262,452.8142451698599,12.60060627970364,1.0439700387641713,12.60060627970364,117.655926938255,117.655926938255,,,1667.1434201414022,10766.079894335031,286.5725296108023,,,,299.17313589050593,,,,1603.8856064879187,,,,305.98021408360285,,,,193.40509725952649,,,,55.665957344899965,,,,2119.957665311262,,,,452.8142451698599,,,,85734.80234373859,0.9578818893612252,33716.95660639947,2.4356828817090586,459629.5554575987,0.17867392055449993,87685.5239607929,0.9365720902330309,35199.492618222,2.542779961308111,479839.48650263663,0.18653022041832834,91541.06016783981,0.9777532047579056,188706.64773426138,0.0733568069873345,36000.385712772004,0.38452135510169483,490757.26123878255,5.241795146949909,82123.81472753416,16.928453255120573,89504.56523855912,17.296622094805272,13842.9171437,10.846931683119195
285.72401067722603,278.34959955544736,106.80550537819082,1789.0028706126257,270.82651566493735,146.38051471003698,48.39418096730575,2317.7734501986556,601.27024710156,-7.374411121778678,0.9741904361537898,7.374411121778678,112.23071615822292,112.23071615822292,-10.850421560064191,-0.09222163168846065,1716.5032030970956,7083.965118964891,286.1482701440142,0.5999934918969702,286.5725296108023,-0.002960922090922802,288.7613677229766,14.724463750804366,299.17313589050593,-0.06960363026271099,1696.444238550272,130.89767277728154,1603.8856064879187,0.11541799700420308,288.4033648742701,24.857418535625186,305.98021408360285,-0.11488879607444313,169.89280598478172,33.25140120321061,193.40509725952649,-0.24314034746658275,52.030069156102854,5.141922387869015,55.665957344899965,-0.130632377927844,2218.865557754959,139.87688291961524,2119.957665311262,0.09331119584331371,527.04224613571,104.97424567374833,452.8142451698599,0.3278518807994022,79531.16395538223,1.0264933382590204,30516.897359064715,2.6751805254824346,511161.0753045099,0.1597113203175976,77381.63825352448,1.0550075162349026,29729.269652336592,2.606135292031021,497968.23263857013,0.15558924134344185,75384.4521843324,1.0277782359835077,191075.3557188156,0.059701136914283,28925.762875408145,0.3943687150484199,484509.4139625881,6.605715321539043,81638.21027747958,16.90337276040572,77478.4995726779,16.68381250060811,11407.415979090747,10.334674904330122
328.5081186474587,299.60588533918605,106.74299246037104,1882.5943187414828,284.8548101128873,121.03165050448976,54.047481429082985,1719.4470211914431,480.1813152697682,-28.902233308272628,0.9120197262116708,28.902233308272628,110.40147492560561,110.40147492560561,-0.06251291781977386,-0.000585296774716082,1239.265705921675,6541.455882972673,300.26821964516233,24.460149587442885,285.72401067722603,0.149739281164454,292.37620692837976,12.149325241227794,278.34959955544736,0.07636542613205521,1758.4942652806758,141.8369409603349,1789.0028706126257,0.05231486749756176,287.2205132871425,17.69584815031854,270.82651566493735,0.051798083409623,153.60575415801773,36.72372547293542,146.38051471003698,-0.17317102795929096,52.702539913762905,3.8178964995345166,48.39418096730575,0.11681777331031817,2052.392712233787,304.831750438503,2317.7734501986556,-0.2581470716889651,511.42193584706274,79.00492647884114,601.27024710156,-0.20138853105654964,98422.96572848223,1.0964675048992603,35065.93963195636,3.0775614211102225,618447.5178261587,0.17449756179683432,93577.1177578637,1.1532475697497404,31980.828759843527,2.8067967332246164,564036.3376010638,0.1591452190190013,85344.17757699733,1.0517845360191334,200953.75117135944,0.05669994397679312,30406.254848180357,0.3747277149483322,536266.0471847055,6.608960934823091,107917.58401729279,18.12479292702288,89763.6865298775,17.309127226385105,11394.066439394828,10.331650035709254
337.28827327719995,304.95991219080054,91.02573325051316,2029.9337821849383,274.4792806117343,139.92212619136964,53.519090666287084,2271.6869554839923,509.056926471764,-32.32836108639941,0.9041521317167688,32.32836108639941,101.52474369635836,105.55753950683251,-15.717259209857886,-0.147243944052749,1762.6300290122283,7488.5049578555745,317.1734675339615,27.58757023132506,328.5081186474587,0.02672735963388395,294.30513236181133,14.074824021392569,299.60588533918605,0.017870232574213718,1900.510323846349,121.46054283986484,1882.5943187414828,0.07826405401135617,276.720202129853,7.277675330582691,284.8548101128873,-0.036423922408195364,135.7780971352988,13.17273554509413,121.03165050448976,0.15607880755273285,51.98691768755861,3.1225978055686157,54.047481429082985,-0.009776417861195208,2102.969142291364,332.93828899438375,1719.4470211914431,0.3211729861324193,530.1694962810307,63.2450615147495,480.1813152697682,0.06013480800637416,102859.40220160164,1.1060085561677508,30701.912391856586,3.7054166720473174,684672.8602602135,0.1661572786615725,92578.64260789988,1.2288296271276036,27759.199619179726,3.350260392863366,619048.4279682584,0.15023145814752764,83705.17731354859,1.1110489301782083,184776.21097337146,0.0448417253826354,24984.677779756472,0.33163061603780336,557174.7642235787,7.3955810808933435,113763.37929031512,18.3654096953267,93000.54804342077,17.463101448219344,8285.684113793577,9.540740707644934
281.4223508317967,312.3766909056198,117.69062053152861,2204.832465321376,297.839515912714,166.94119842763314,44.90979374365744,1441.223404031221,571.7390606637717,30.95434007382312,1.1099924681616058,30.95434007382312,105.15311541413759,107.98415571177172,26.664887281015453,0.29293790150122323,869.4843433674492,7497.294788703994,315.7395809188184,30.042086969195967,337.28827327719995,-0.16563256677320037,305.6474961452022,6.4131074741248355,304.95991219080054,0.024320503837825358,2039.1201887492655,161.31536915924997,2029.9337821849383,0.08615979726598955,285.7245355457785,11.70437803028203,274.4792806117343,0.08510746329892926,142.6316583744975,23.074397524429592,139.92212619136964,0.19310078378390183,50.82545527967584,5.129920833316789,53.519090666287084,-0.16086403590658993,1810.7857935688855,422.6990727189389,2271.6869554839923,-0.3655712990947019,520.3257674684346,46.80753431301923,509.056926471764,0.12313384011185757,87909.78269971705,0.9009070078660814,33120.7711008357,2.3912045596292932,620489.1355810075,0.12763888192436323,83818.69673876028,0.9448791542133458,36763.8065922679,2.6542190604536486,688738.2695183711,0.14167819808404794,93038.12240174528,1.0488087482265362,259488.10101173274,0.05337848672370468,35052.9174465774,0.3951477686757714,656686.2341399543,7.402753295384684,79198.53954769485,16.775647553277835,97579.19702114513,17.674181477670185,13851.082161096263,10.848530800598237
286.62011135120594,303.5431605126334,113.76718094602289,2138.827188674353,275.1498350181366,134.54709619739384,46.44620123452728,2012.9380286341056,494.1036593151059,16.923049161427457,1.0590434775236255,16.923049161427457,107.49451157602157,107.2064065133253,-3.9234395855057187,-0.033336892674932006,1518.8343693189997,6249.201505505454,301.77691182006754,30.863356476712227,281.4223508317967,0.018469608060789344,306.9599212030179,4.7442430205108295,312.3766909056198,-0.028278455627969157,2124.5311453935556,88.32140160136701,2204.832465321376,-0.029936640395669345,282.4895438475283,13.297693130933377,297.839515912714,-0.07618089502007808,147.13680693879886,17.360391082613656,166.94119842763314,-0.19404498431393324,48.29169521482393,4.591773557023839,44.90979374365744,0.034210967425937655,1908.6161293831065,424.9467279205583,1441.223404031221,0.39668702506755826,524.9665488168806,41.190423013308255,571.7390606637717,-0.13578817102076857,87001.57446602796,0.9442482904997906,32607.962070861875,2.5193566936306246,613030.8869788297,0.134008073553079,78863.47635116427,1.0416873784082983,34533.24966696843,2.6681082832538663,649226.3646405635,0.14192037672704608,83519.85053593485,1.1031922275709631,243328.33978618853,0.05319138521113738,31303.021067776695,0.41347355532686514,588497.9480960531,7.773318056905442,82151.0882309777,16.92985857445968,92138.45029399832,17.422490077845744,12942.971460405113,10.666169928611811
322.8504563900829,284.3810118000489,91.56409977104433,1764.135040310503,265.2842923439017,120.35744801090038,56.00127172351218,1836.2234203090957,318.2152141670141,-38.469444590034016,0.8808443825633072,38.469444590034016,107.67396708286527,104.15812539189601,-22.203081174978564,-0.19516244483119316,1518.0082061420817,6740.170150006923,296.9643061910285,22.568202358634707,286.62011135120594,0.12640545308588846,300.100287739434,14.311867168362463,303.5431605126334,-0.06312825062578531,2035.9315647687438,237.68505877946342,2138.827188674353,-0.1751857982486581,279.42454775825075,16.69327775368602,275.1498350181366,-0.03585516478170747,140.6152475453091,23.877359491954195,134.54709619739384,-0.10546231459113653,49.119088900565636,6.009448169411692,46.44620123452728,0.20572340116120924,1763.461617658141,292.72019564759506,2012.9380286341056,-0.08778939332023106,461.35264471529723,129.89633137088805,494.1036593151059,-0.3559747875413367,91812.53944831934,1.1352743040446314,29561.511400028747,3.525950166838521,569551.8028979832,0.18300779069058717,85647.15485634885,1.216998007385063,26039.091337450212,3.1058134072778425,501686.50771542086,0.1612013848944319,75441.81547141874,1.0719858617162499,161531.4368405862,0.05190311264551785,24290.517411867906,0.34515462116841217,467997.3157678523,6.649979228222018,104232.41719128483,17.96803985943049,80872.55987241954,16.86360020280512,8383.98436688176,9.568913196964655
310.67039986284794,342.24060055143696,95.25236758185123,1925.6575475668694,291.4378399518464,134.9636462742386,68.12087808641401,1578.6375848014889,604.0587504553548,31.57020068858901,1.1016195929863506,31.57020068858901,100.1945494329728,101.86000041619204,3.688267810806906,0.040280719408910315,974.578834346134,9193.842093945314,306.71365586804563,18.436413498544706,322.8504563900829,-0.03772662013064787,310.05492428803973,29.47431599240189,284.3810118000489,0.20345798893236133,1942.8732588505752,187.93838630687543,1764.135040310503,0.0915590380359641,277.2906557712949,13.207548911252328,265.2842923439017,0.09858686836249042,129.9560634941776,8.3152536274298,120.35744801090038,0.12135682921770985,56.85611701481782,10.862595201538129,56.00127172351218,0.21641662751407487,1809.2663445815633,218.4015380603731,1836.2234203090957,-0.1402802255208393,472.1258746458249,144.18356034473194,318.2152141670141,0.8982711182951697,106324.02422261614,0.907754364778826,29592.091124536695,3.26155038964607,598244.8003015105,0.1613321122927895,90541.1102730048,1.0659919756754557,32599.22748515899,3.5929878243116495,659038.1955356926,0.1777266164516855,99741.86136853347,1.1743176501502581,183423.44055760562,0.04946485300708883,27760.144258354,0.32683596361664496,561209.4761498583,6.607438283503622,96516.09735094183,17.625844656720652,117128.62866580822,18.49974595910541,9073.013529948103,9.759731942110461
313.52856210641846,318.58253543243194,112.54656044926688,2015.2751177405132,261.86381421268834,139.3326816450137,62.0681858130932,1731.9433625019979,625.4928829915051,5.053973326013477,1.0161196551789065,5.053973326013477,99.78767593405415,106.1641658559428,17.294192867415646,0.18156181632498103,1106.4504795104926,8648.12677417927,315.68313945311644,6.369465983018935,310.67039986284794,0.009199982505035287,315.06804926130593,29.089460503852845,342.24060055143696,-0.06912699744240114,1901.689235205962,127.27409249710055,1925.6575475668694,0.04653868507766523,272.8619821694788,16.177817742964802,291.4378399518464,-0.10147627275869364,131.55125864338424,9.937211121572291,134.9636462742386,0.03237194230731921,62.06344520767313,6.059804572172892,68.12087808641401,-0.08885223507604723,1715.601455870861,129.56816390530932,1578.6375848014889,0.0971127123644322,515.922282537958,171.5544204393146,604.0587504553548,0.03548352295201873,99884.7242463475,0.984136059739466,35286.56126768175,2.785767579827387,631846.3099140263,0.15557605966095808,82101.78513780648,1.1972962429030811,35855.36858212691,2.8306732016512193,642031.4566036655,0.1580838926009946,83425.23786988556,1.2165962493660154,226812.2828606861,0.05584674737591417,29471.871595763918,0.4297904250644766,527727.6290194554,7.695890003373269,98300.1592565183,17.706737760141433,101494.83188255675,17.848880509220514,12666.728268960484,10.608796371373469
317.9320258970611,313.0543948929973,117.96147378316758,1947.5585751107,298.88107292081435,128.34660904070688,38.708839438826,1807.8032821161999,316.88839083995566,-4.877631004063801,0.9846582552513873,4.877631004063801,108.5868006047619,106.21833650627059,5.414913333900699,0.048112650553560066,1490.9148912762441,4968.148281874496,314.0436626221092,3.6581142096901704,313.52856210641846,0.014044856905725878,324.62584362562205,15.503220008198099,318.58253543243194,-0.017352302542042786,1962.8304134726943,46.71989946664347,2015.2751177405132,-0.03360163683543893,284.0609090284497,19.58018623385663,261.86381421268834,0.141360725304567,134.21431231998642,5.531236195283969,139.3326816450137,-0.07884777982165525,56.299301112777734,15.531485034147673,62.0681858130932,-0.3763497525867685,1706.128076473229,116.74352637724424,1731.9433625019979,0.043800462103225746,515.4800080956052,172.3189726714824,625.4928829915051,-0.49337810316179187,99530.01798430922,1.015580774677034,37503.730337685534,2.695219150841171,619191.2433381386,0.16324645111931654,95023.86501600176,1.0637409111468,36928.357795875694,2.6538697949346797,609691.7712499483,0.16074196624071305,93566.03342819534,1.0474212729038108,229736.87979910406,0.060568896478964025,35256.45184763364,0.39467696042346373,582088.3965052185,6.516165609156928,101080.77309100954,17.830648499060857,98003.0541618207,17.693343236737295,13914.909297096932,10.861007033565883
